well_id,source,n_grid,washout_flagged,no_bitsize,washout_interval_m,min_interval_pass,n_curves_meeting,drop_reason,dedup_hash,present,missing_GR,missing_RHOB,missing_NPHI,missing_DTC,missing_PEF,missing_SP,missing_CALI,missing_RDEP,missing_RMED,missing_RSHA,missing_DTS,hampel_GR,hampel_RHOB,hampel_NPHI,hampel_PEF,hampel_CALI,hampel_RSHA,suspect_m_RHOB,suspect_m_NPHI,suspect_m_PEF,hampel_DTC,hampel_DTS,hampel_RDEP,hampel_SP,hampel_RMED
F18-10-S1,nlog,16263,False,True,0.0,True,4,,3f4c0bb8d8f87a1c,"GR,RHOB,NPHI,DTC",0.014,0.6755,0.6775,0.6733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03935,0.05684,0.0387,,,,0.0,0.0,0.0,0.04367,,,,
F18-10-S2,nlog,22729,False,True,0.0,True,4,,8f7f40758575ea84,"GR,RHOB,NPHI,DTC",0.0752,0.7678,0.7693,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03668,0.06082,0.03623,,,,0.0,0.0,0.0,0.048,,,,
F18-08,nlog,681,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),a779dd143cb87169,"GR,DTC",0.0029,1.0,1.0,0.0778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04418,,,,,,0.0,0.0,0.0,0.0207,,,,
F18-08-S1,nlog,64462,False,True,0.0,True,10,,acb11e3654bde1e0,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP,RMED,RSHA",0.6952,0.6952,0.6952,0.6954,0.9355,0.6952,0.6952,0.6952,0.6952,0.6952,1.0,0.01104,0.00926,0.00667,0.02982,0.02988,0.00677,0.0,0.0,0.0,0.03091,,0.03985,0.01888,0.04112
F18-10,nlog,11154,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),2e05fda4133e6eec,GR,0.0298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03364,,,,,,0.0,0.0,0.0,,,,,
F18-11,nlog,29460,False,True,0.0,True,4,,e10056f8c629388c,"GR,RHOB,NPHI,DTC",0.0073,0.3584,0.8812,0.3566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04161,0.04296,0.04829,,,,0.0,0.0,0.0,0.03466,,,,
FAN-01,nlog,22623,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),e5d75913424e1b5f,GR,0.0047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00888,,,,,,0.0,0.0,0.0,,,,,
FAN-02,nlog,1532,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),0c40e063309eb026,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
FRA-01-S1,nlog,11936,False,True,0.0,True,4,,4a881113a3281c41,"GR,RHOB,NPHI,DTC",0.0077,0.8704,0.8656,0.1713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02896,0.02586,0.03803,,,,0.0,0.0,0.0,0.03053,,,,
FRB-01,nlog,18463,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),8dcedd79c89f1c98,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
FRB-04,nlog,10662,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),91f0c70fb83e7fa2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
FRM-01,nlog,33862,True,False,1231.09,True,4,,a050eb3e7f7e237f,"RHOB,NPHI,PEF,CALI",1.0,0.6952,0.6952,1.0,0.6964,1.0,0.7251,1.0,1.0,1.0,1.0,,0.02897,0.0218,0.01099,0.00838,,1231.1,1231.1,1231.1,,,,,
FRM-01-S1,nlog,3028,True,False,84.28,True,5,,d6caeda5db03c881,"GR,RHOB,NPHI,PEF,CALI",0.0,0.0003,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.02873,0.02577,0.02345,0.01354,0.01123,,84.3,84.3,84.3,,,,,
FRM-01-S2,nlog,12897,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),86c0411e3850df06,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
FRM-01-S3,nlog,19222,True,False,599.54,True,5,,6889e5ba04606fb2,"GR,RHOB,NPHI,PEF,CALI",0.6952,0.6952,0.6952,1.0,0.6996,1.0,0.6952,1.0,1.0,1.0,1.0,0.00819,0.02834,0.01758,0.0142,0.02168,,599.5,599.5,599.5,,,,,
G07-02,nlog,26247,False,True,0.0,True,8,,8ef63d738fc81bb8,"GR,RHOB,NPHI,DTC,PEF,CALI,RDEP,RSHA",0.9413,0.6378,0.6376,0.5987,0.6379,1.0,0.6004,0.6373,1.0,0.6373,1.0,0.03896,0.02545,0.01945,0.03136,0.01793,0.02899,0.0,0.0,0.0,0.02886,,0.03456,,
G10-01,nlog,18819,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),e1029174ad44a738,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
G10-01-S1,nlog,702,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),277e62dbc42d845a,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01709,,,,,,0.0,0.0,0.0,,,,,
G10-03,nlog,21186,False,True,0.0,True,4,,6d30790ece9f256a,"GR,RHOB,NPHI,DTC",0.001,0.9539,0.9541,0.5266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02594,0.05533,0.03905,,,,0.0,0.0,0.0,0.04347,,,,
G11-02,nlog,17126,False,True,0.0,True,5,,57ee6ac394e9c79c,"GR,RHOB,NPHI,DTC,CALI",0.1629,0.1629,0.1806,0.1629,1.0,1.0,0.1901,1.0,1.0,1.0,1.0,0.02023,0.02567,0.02344,,0.03287,,0.0,0.0,0.0,0.04073,,,,
G13-01,nlog,30564,False,True,0.0,True,9,,cdd1e270b77525c4,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP,RSHA",0.0043,0.2722,0.274,0.0244,0.6156,0.3314,0.4765,0.204,1.0,0.204,1.0,0.0276,0.03376,0.02713,0.03251,0.03219,0.11329,0.0,0.0,0.0,0.03984,,0.04312,0.04052,
G10-02,nlog,10138,False,True,0.0,True,7,,c891b7cdb65ee930,"GR,RHOB,DTC,PEF,CALI,RDEP,RMED",0.0001,0.0001,1.0,0.0011,0.0204,1.0,0.0543,0.0001,0.0001,1.0,1.0,0.03275,0.04104,,0.05246,0.07124,,0.0,0.0,0.0,0.03565,,0.03591,,0.03315
G13-02,nlog,13371,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),2e7d7d17a26b779b,DTC,1.0,1.0,1.0,0.0065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.06888,,,,
G13-02-S1,nlog,30183,False,True,0.0,True,4,,1c2d015918fedf08,"GR,DTC,RDEP,RSHA",0.0,1.0,1.0,0.3154,1.0,1.0,1.0,0.3196,1.0,0.3196,1.0,0.02664,,,,,0.03345,0.0,0.0,0.0,0.03596,,0.03555,,
G13-03,nlog,20026,False,True,0.0,True,4,,d98cdcb0efd20a06,"GR,RHOB,NPHI,DTC",0.0002,0.4709,0.8226,0.4613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01773,0.04105,0.02111,,,,0.0,0.0,0.0,0.05191,,,,
G14-01,nlog,1939,False,False,0.0,True,4,,e9d71d4c34783512,"GR,NPHI,DTC,SP,DTS",0.0,1.0,0.0,0.0119,1.0,0.6746,1.0,1.0,1.0,1.0,0.0939,0.02424,,0.02166,,,,0.0,0.0,0.0,0.0428,0.04553,,0.02219,
G13-03-S1,nlog,15778,True,False,0.3,True,5,,98f9ff7d431d5db5,"GR,DTC,CALI,RDEP,RMED,RSHA",0.6953,1.0,1.0,0.9999,1.0,1.0,0.7676,0.6951,0.6951,0.6951,1.0,0.03203,,,,0.039,0.04969,0.0,0.0,0.0,0.0,,0.03721,,0.02703
G14-02,nlog,19697,False,True,0.0,True,4,,b3ddedaaff76c3c8,"GR,RHOB,NPHI,DTC",0.0312,0.5365,0.9054,0.527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02888,0.04206,0.03435,,,,0.0,0.0,0.0,0.03488,,,,
G14-02-S1,nlog,9535,False,True,0.0,True,4,,42ed95f07c1edbd2,"GR,RHOB,NPHI,DTC",0.0162,0.8854,0.8704,0.3066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03145,0.03477,0.02104,,,,0.0,0.0,0.0,0.05067,,,,
G14-04,nlog,20051,False,True,0.0,True,4,,c3f3e64eb6bf46a0,"GR,RHOB,NPHI,DTC",0.0,0.9066,0.9079,0.5379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02304,0.04164,0.02979,,,,0.0,0.0,0.0,0.04446,,,,
G14-05,nlog,62903,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),f6409c08b28069a5,GR,0.6952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01695,,,,,,0.0,0.0,0.0,,,,,
G14-06,nlog,1353,True,False,0.0,False,2,only 2 curves >= 100 m (need 3),b2bf324f71d0256a,"GR,NPHI,CALI",0.0,1.0,0.0,1.0,1.0,1.0,0.9985,1.0,1.0,1.0,1.0,0.02956,,0.02291,,0.0,,0.0,0.0,0.0,,,,,
G14-A-01,nlog,18501,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),a9e7cdc4df45b3d8,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01524,,,,,,0.0,0.0,0.0,,,,,
G14-A-02,nlog,24457,False,True,0.0,True,3,,4a1ce585a7f2ac78,"GR,DTC,DTS",0.0005,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0107,0.02094,,,,,,0.0,0.0,0.0,0.06881,0.03542,,,
G14-B-02,nlog,18146,True,False,0.0,False,1,only 1 curves >= 100 m (need 3),8a9c73cf25b75e5a,"DTC,CALI",1.0,1.0,1.0,0.0,1.0,1.0,0.9743,1.0,1.0,1.0,1.0,,,,,0.02355,,0.0,0.0,0.0,0.08206,,,,
G14-B-03,nlog,1443,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),aaf395b75103ee58,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
G14-B-03-S1,nlog,22545,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),b545b30196d413cc,"GR,DTC",0.0,1.0,1.0,0.0009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01446,,,,,,0.0,0.0,0.0,0.03019,,,,
G14-B-04-S2,nlog,1314,True,False,3.81,True,5,,73811cb71f2e94c4,"GR,RHOB,NPHI,PEF,CALI",0.153,0.1606,0.261,1.0,0.1583,1.0,0.1568,1.0,1.0,1.0,1.0,0.05481,0.03264,0.03605,0.03345,0.01264,,3.8,3.8,3.8,,,,,
G14-B-04-S1,nlog,6545,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),ddff2a7dd44d9d6a,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
G16-01,nlog,47305,False,True,0.0,True,4,,a37cdf2291c5c4cb,"GR,RHOB,DTC,CALI",0.606,0.606,1.0,0.606,1.0,1.0,0.826,1.0,1.0,1.0,1.0,0.01937,0.01025,,,0.0096,,0.0,0.0,0.0,0.03627,,,,
G16-02,nlog,19621,False,True,0.0,True,4,,2e0de4bd4eb5c799,"GR,RHOB,NPHI,DTC",0.0001,0.682,0.6812,0.203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02253,0.03959,0.03293,,,,0.0,0.0,0.0,0.0346,,,,
G16-03,nlog,17942,False,True,0.0,True,4,,e3f91453a40a4f36,"GR,RHOB,NPHI,DTC",0.0905,0.8416,0.8416,0.5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02745,0.05243,0.02674,,,,0.0,0.0,0.0,0.04815,,,,
G16-04,nlog,25582,False,True,0.0,True,10,,416228d40536e71f,"GR,RHOB,NPHI,DTC,PEF,SP,CALI,RDEP,RMED,RSHA",0.7202,0.7203,0.7202,0.33,0.7333,0.3264,0.7208,0.3261,0.3261,0.7207,1.0,0.03186,0.03983,0.03004,0.03474,0.05657,0.03428,0.0,0.0,0.0,0.03203,,0.05122,0.01607,0.04194
G16-05,nlog,26310,False,True,0.0,True,4,,ecfcab09692f9c34,"GR,RHOB,NPHI,DTC",0.0297,0.4086,0.8821,0.4058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03522,0.04486,0.05029,,,,0.0,0.0,0.0,0.04254,,,,
G16-06,nlog,60370,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),4d3828c575c3a269,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
G16-06-S1,nlog,18737,False,True,0.0,True,4,,48685db71b6081b2,"GR,RHOB,NPHI,DTC",0.0148,0.9384,0.9386,0.871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02936,0.06061,0.04696,,,,0.0,0.0,0.0,0.04012,,,,
G16-08-S1,nlog,1804,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),c019f30c4d477093,GR,0.2871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03577,,,,,,0.0,0.0,0.0,,,,,
G16-09,nlog,10802,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),fa7db47bd82f4d2a,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01342,,,,,,0.0,0.0,0.0,,,,,
G16-11,nlog,2240,True,False,7.01,True,6,,64396b7c4ac3d7be,"GR,RHOB,NPHI,PEF,SP,CALI",0.0991,0.1045,0.1098,1.0,0.1045,0.0987,0.1013,1.0,1.0,1.0,1.0,0.0441,0.04038,0.04463,0.02592,0.02186,,7.0,7.0,7.0,,,,0.04309,
G16-A-01,nlog,33379,True,False,0.0,True,4,,62e2dbedaf770976,"GR,DTC,CALI,DTS",0.6952,1.0,1.0,0.7028,1.0,1.0,0.8958,1.0,1.0,1.0,0.723,0.01956,,,,0.09951,,0.0,0.0,0.0,0.04718,0.04791,,,
G16-A-01-S1,nlog,10175,True,False,0.0,True,4,,61c5367824da5d2e,"GR,DTC,CALI,DTS",0.0,1.0,1.0,0.025,1.0,1.0,0.6583,1.0,1.0,1.0,0.0911,0.01956,,,,0.09922,,0.0,0.0,0.0,0.04717,0.0479,,,
G16-A-02,nlog,19886,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),fbf2f88f29c5ffd7,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01483,,,,,,0.0,0.0,0.0,,,,,
G16-B-02,nlog,19977,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),3e79cdb37569464e,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
G16-B-03,nlog,21966,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),4de7bbfb4fef2608,"GR,NPHI",0.0022,1.0,0.2292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01437,,0.01943,,,,0.0,0.0,0.0,,,,,
G16-B-04,nlog,2380,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),860df0c712f6b55d,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01639,,,,,,0.0,0.0,0.0,,,,,
G16-B-04-S1,nlog,23007,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),f8a29e4f2f5664fd,"GR,NPHI",0.0,1.0,0.007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01699,,0.01523,,,,0.0,0.0,0.0,,,,,
G17-01,nlog,25754,False,True,0.0,True,3,,14df5ee6af116d26,"GR,RHOB,DTC",0.0035,0.7836,1.0,0.0356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03094,0.03463,,,,,0.0,0.0,0.0,0.02142,,,,
G17-02,nlog,93051,False,True,0.0,True,4,,61052df01828bb47,"SP,RDEP,RMED,RSHA",1.0,1.0,1.0,1.0,1.0,0.7101,1.0,0.6952,0.8597,0.6952,1.0,,,,,,0.02535,0.0,0.0,0.0,,,0.02789,0.02572,0.03959
G17-03,nlog,25853,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),db868e1f90190462,"GR,DTC",0.2665,1.0,1.0,0.6345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02199,,,,,,0.0,0.0,0.0,0.02984,,,,
G17-06,nlog,767,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),0bc8d326e1f02f61,GR,0.3559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04453,,,,,,0.0,0.0,0.0,,,,,
G17-A-01,nlog,18539,False,True,0.0,True,4,,dba8de38d2b4c7cb,"GR,RHOB,NPHI,DTC",0.0078,0.8688,0.8634,0.5115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0349,0.02508,0.04974,,,,0.0,0.0,0.0,0.03567,,,,
G17-06-S1,nlog,16542,True,False,142.49,False,2,only 2 curves >= 100 m (need 3),8d0ac79b231aef23,"GR,CALI",0.0,1.0,1.0,1.0,1.0,1.0,0.8396,1.0,1.0,1.0,1.0,0.01282,,,,0.04371,,0.0,0.0,0.0,,,,,
G17-A-01-S1,nlog,18505,False,True,0.0,True,4,,335b18712927844e,"GR,RHOB,NPHI,DTC",0.0065,0.8702,0.872,0.6346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04041,0.04621,0.02914,,,,0.0,0.0,0.0,0.03387,,,,
G17-A-02,nlog,8201,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),7449c30fe2d38aed,"GR,DTC",0.0174,1.0,1.0,0.0228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01613,,,,,,0.0,0.0,0.0,0.03993,,,,
G17-S-01,nlog,20338,False,True,0.0,True,4,,566512d996b7c046,"GR,RHOB,NPHI,DTC",0.0533,0.9647,0.9647,0.5579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02332,0.0265,0.02789,,,,0.0,0.0,0.0,0.0476,,,,
G18-01,nlog,26811,False,True,0.0,True,4,,136cb060baa2e79a,"GR,RHOB,DTC,CALI",0.1398,0.1395,1.0,0.1396,1.0,1.0,0.1395,1.0,1.0,1.0,1.0,0.02177,0.02973,,,0.029,,0.0,0.0,0.0,0.02874,,,,
G18-02,nlog,26064,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),22480d0a89b57c68,"RHOB,NPHI,PEF",1.0,0.9583,0.9578,1.0,0.9906,1.0,1.0,1.0,1.0,1.0,1.0,,0.02852,0.04178,0.03279,,,0.0,0.0,0.0,,,,,
GAG-01,nlog,23916,False,True,0.0,True,3,,4077b98ff92b6cb0,"GR,RHOB,DTC",0.0018,0.3907,1.0,0.1466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0431,0.04482,,,,,0.0,0.0,0.0,0.03964,,,,
GAG-05,nlog,35301,False,True,0.0,True,4,,a9bd4a140d6997f1,"GR,RHOB,NPHI,DTC",0.0025,0.1804,0.414,0.1792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03232,0.04037,0.03988,,,,0.0,0.0,0.0,0.04162,,,,
GAG-02,nlog,5822,False,True,0.0,False,2,only 2 curves >= 100 m (need 3),28c88b587cceaa94,"GR,RSHA",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.02027,,,,,0.0316,0.0,0.0,0.0,,,,,
GAG-02-S1,nlog,25086,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),6e30361f2de25dfa,GR,0.6952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01962,,,,,,0.0,0.0,0.0,,,,,
GAG-03,nlog,9281,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),a298e89dcd06f667,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01681,,,,,,0.0,0.0,0.0,,,,,
GAG-04,nlog,9055,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),92fa0fd5b900f182,"RHOB,PEF",1.0,0.9999,1.0,1.0,0.7473,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,0.04196,,,0.0,0.0,0.0,,,,,
GAG-06,nlog,13812,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),d17938d3ac31af3c,GR,0.0262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02037,,,,,,0.0,0.0,0.0,,,,,
GAG-06-S1,nlog,29502,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),6f792d1e643b25fb,GR,0.0421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02742,,,,,,0.0,0.0,0.0,,,,,
GGT-01,nlog,17788,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),da404cfe4a2972b4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
GGT-101-S2,nlog,1313,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),073f759f91422bbf,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04494,,,,,,0.0,0.0,0.0,,,,,
GGT-102,nlog,8726,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),9a10e44404a14bd4,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04217,,,,,,0.0,0.0,0.0,,,,,
GGT-102-S1,nlog,7558,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),0f254540dc7b5acc,RHOB,1.0,0.7444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,,,,0.0,0.0,0.0,,,,,
GLH-01,nlog,29523,False,True,0.0,True,4,,1f48acdb03df7ee4,"GR,RHOB,NPHI,DTC",0.003,0.4449,0.4448,0.1808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037,0.04241,0.04948,,,,0.0,0.0,0.0,0.04805,,,,
GRD-01,nlog,13534,False,True,0.0,True,4,,b27515e6b58df9f7,"GR,DTC,SP,RDEP",0.5822,1.0,1.0,0.0235,1.0,0.005,1.0,0.005,1.0,1.0,1.0,0.03378,,,,,,0.0,0.0,0.0,0.02716,,0.01864,0.02733,
GGT-103,nlog,50170,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),62e9495bffbdc10f,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
GIT-01,nlog,5480,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),1effdf4935b3dfa5,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.03759,
GOU-01,nlog,2144,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),1bd6a6c33c606326,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.04244,
GRH-01,nlog,1961,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),ff731d59a7553c64,SP,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,0.04844,
GRK-02,nlog,25464,False,True,0.0,True,4,,16089068ab20df28,"GR,RHOB,NPHI,DTC",0.0039,0.6504,0.8796,0.2837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03008,0.03932,0.03425,,,,0.0,0.0,0.0,0.04024,,,,
GRK-03,nlog,15315,True,False,176.33,True,4,,3b92d8e366dd25b3,"GR,RHOB,PEF,CALI",0.0037,0.0048,1.0,1.0,0.0039,1.0,0.3581,1.0,1.0,1.0,1.0,0.01357,0.04317,,0.0257,0.05921,,176.3,0.0,176.3,,,,,
GRK-11,nlog,22874,False,True,0.0,True,4,,a01ee932f979c93c,"GR,RHOB,NPHI,DTC",0.0004,0.3544,0.9116,0.3556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03284,0.04178,0.04602,,,,0.0,0.0,0.0,0.03378,,,,
GRK-13,nlog,23123,False,True,0.0,True,4,,29b83aaed61a6888,"GR,RHOB,NPHI,DTC",0.0041,0.3844,0.9174,0.3833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03335,0.03562,0.03663,,,,0.0,0.0,0.0,0.02967,,,,
GRK-01-S1,nlog,14831,False,True,0.0,False,1,only 1 curves >= 100 m (need 3),ad9487722017d83e,GR,0.3758,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03802,,,,,,0.0,0.0,0.0,,,,,
GRK-15,nlog,22966,False,True,0.0,True,4,,dbf6a5c6657971ab,"GR,RHOB,NPHI,DTC",0.0038,0.3658,0.918,0.3671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03392,0.03872,0.05096,,,,0.0,0.0,0.0,0.02786,,,,
GRK-17,nlog,17027,False,False,0.0,False,2,only 2 curves >= 100 m (need 3),0f891253cba894f6,"RHOB,PEF",1.0,0.0031,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.05355,,0.02837,,,0.0,0.0,0.0,,,,,
GRK-17-S1,nlog,2949,False,False,0.0,True,4,,a784297a4c3abec7,"GR,NPHI,DTC,DTS",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0037,0.02272,,0.0373,,,,0.0,0.0,0.0,0.03221,0.03914,,,
GRK-21,nlog,16556,False,False,0.0,False,1,only 1 curves >= 100 m (need 3),bf6b2765c38e16be,GR,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01335,,,,,,0.0,0.0,0.0,,,,,
GRK-43,nlog,159,False,False,0.0,False,0,only 0 curves >= 100 m (need 3),cb9e80e153f5f781,"GR,NPHI,DTC,RDEP",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.05031,,0.02516,,,,0.0,0.0,0.0,0.03774,,0.03774,,
GRK-47,nlog,22441,False,True,0.0,True,4,,d5dcc24b9caef8d7,"GR,RHOB,NPHI,DTC",0.0027,0.3676,0.6793,0.3703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02703,0.03812,0.03224,,,,0.0,0.0,0.0,0.02987,,,,
GRL-01,nlog,30447,False,True,0.0,True,4,,416ca18a62ad32b9,"GR,RHOB,NPHI,DTC",0.0009,0.5101,0.5114,0.1384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03705,0.03178,0.04557,,,,0.0,0.0,0.0,0.04479,,,,
GRK-45,nlog,51366,False,True,0.0,False,0,only 0 curves >= 100 m (need 3),5f735cc4a1c84516,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,,,,,
