well_id,borehole_name,uwi,nitg_number,mapviewer_id,public_as_of,on_offshore,lon,lat,detail_url
TCI-07,TRIPSCOMPAGNIE-07,3803,B12F0188,106518685,2003-01-01,ON,6.83570465,53.12082779,https://www.nlog.nl/nlog-mapviewer/brh/106518685
TCI-08,TRIPSCOMPAGNIE-08,3804,B12F0202,106518690,2003-01-01,ON,6.83569774,53.12091796,https://www.nlog.nl/nlog-mapviewer/brh/106518690
TCI-09,TRIPSCOMPAGNIE-09,5669,B12F1696,927464632,2016-12-19,ON,6.83615192,53.12081336,https://www.nlog.nl/nlog-mapviewer/brh/927464632
TEN-01,TERSCHELLING NOORD-01,3844,B01C0012,106518901,2003-01-01,ON,5.17250791,53.40956809,https://www.nlog.nl/nlog-mapviewer/brh/106518901
TEN-02,TERSCHELLING NOORD-02,3847,B01C0011,106518920,2003-03-03,ON,5.29451526,53.44184578,https://www.nlog.nl/nlog-mapviewer/brh/106518920
TER-01,TERSCHELLING-01,2094,B01C0006,106510370,2003-01-01,ON,5.26466795,53.39255275,https://www.nlog.nl/nlog-mapviewer/brh/106510370
TER-01-S1,TERSCHELLING-01-SIDETRACK1,5133,B01C0055,150244698,2003-01-01,ON,5.26466795,53.39255275,https://www.nlog.nl/nlog-mapviewer/brh/150244698
TER-01-S2,TERSCHELLING-01-SIDETRACK2,2095,B01C0007,106510374,2003-01-01,ON,5.26466795,53.39255275,https://www.nlog.nl/nlog-mapviewer/brh/106510374
TES-01,TERSCHELLING SOUTH-01,2096,B05B0009,106510379,2003-01-01,ON,5.40539673,53.3720956,https://www.nlog.nl/nlog-mapviewer/brh/106510379
TEW-01,TERSCHELLING WEST-01,3689,B04F0079,106518208,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/106518208
TEW-01-S1,TERSCHELLING WEST-01-SIDETRACK1,5006,B04F0165,133277475,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/133277475
SCH-1851,SCHOONEBEEK-1851,5649,B22F1059,831961899,2016-05-27,ON,6.85574186,52.674392,https://www.nlog.nl/nlog-mapviewer/brh/831961899
SCH-1852,SCHOONEBEEK-1852,5645,B22F1058,803895792,2016-05-13,ON,6.85576505,52.67431928,https://www.nlog.nl/nlog-mapviewer/brh/803895792
SCH-186,SCHOONEBEEK-186,3291,B22F0198,106516272,2003-01-01,ON,6.88580236,52.67094413,https://www.nlog.nl/nlog-mapviewer/brh/106516272
SCH-186-S1,SCHOONEBEEK-186-SIDETRACK1,3292,B22F0197,106516276,2003-01-01,ON,6.88580236,52.67094413,https://www.nlog.nl/nlog-mapviewer/brh/106516276
SCH-187,SCHOONEBEEK-187,3293,B22F0366,106516281,2003-01-01,ON,6.84636875,52.66692509,https://www.nlog.nl/nlog-mapviewer/brh/106516281
SCH-188,SCHOONEBEEK-188,3294,B22F0386,106516286,2003-01-01,ON,6.91988715,52.64772719,https://www.nlog.nl/nlog-mapviewer/brh/106516286
SCH-188-S1,SCHOONEBEEK-188-SIDETRACK1,3295,B22F0387,106516290,2003-01-01,ON,6.91988715,52.64772719,https://www.nlog.nl/nlog-mapviewer/brh/106516290
SCH-189,SCHOONEBEEK-189,3296,B22F0285,106516295,2003-01-01,ON,6.81674572,52.66283785,https://www.nlog.nl/nlog-mapviewer/brh/106516295
SCH-190,SCHOONEBEEK-190,3297,B22F0364,106516300,2003-01-01,ON,6.84544055,52.6632672,https://www.nlog.nl/nlog-mapviewer/brh/106516300
SCH-191,SCHOONEBEEK-191,3298,B22F0495,106516305,2003-01-01,ON,6.89531222,52.65377412,https://www.nlog.nl/nlog-mapviewer/brh/106516305
SCH-192,SCHOONEBEEK-192,3299,B22F0048,106516310,2003-01-01,ON,6.83016243,52.65943596,https://www.nlog.nl/nlog-mapviewer/brh/106516310
SCH-193,SCHOONEBEEK-193,3300,B22F0259,106516315,2003-01-01,ON,6.83320343,52.65547854,https://www.nlog.nl/nlog-mapviewer/brh/106516315
SCH-194,SCHOONEBEEK-194,3301,B22F0344,106516320,2003-01-01,ON,6.85769674,52.67675703,https://www.nlog.nl/nlog-mapviewer/brh/106516320
SCH-194-S1,SCHOONEBEEK-194-SIDETRACK1,5288,B22F0818,238273953,2003-01-01,ON,6.85769674,52.67675703,https://www.nlog.nl/nlog-mapviewer/brh/238273953
SCH-195,SCHOONEBEEK-195,3302,B22F0263,106516325,2003-01-01,ON,6.84143115,52.67539706,https://www.nlog.nl/nlog-mapviewer/brh/106516325
SCH-196,SCHOONEBEEK-196,3303,B22F0349,106516330,2003-01-01,ON,6.84610183,52.66994717,https://www.nlog.nl/nlog-mapviewer/brh/106516330
SCH-197,SCHOONEBEEK-197,3066,B23A0086,106515194,2003-01-01,ON,7.04159448,52.64867878,https://www.nlog.nl/nlog-mapviewer/brh/106515194
SCH-1970,SCHOONEBEEK-1970,5489,B23A0682,351168542,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168542
SCH-375,SCHOONEBEEK-375,3507,B23A0116,106517312,2003-01-01,ON,7.00775903,52.64841748,https://www.nlog.nl/nlog-mapviewer/brh/106517312
SCH-376,SCHOONEBEEK-376,3508,B23A0100,106517317,2003-01-01,ON,7.04829549,52.64756808,https://www.nlog.nl/nlog-mapviewer/brh/106517317
SCH-377,SCHOONEBEEK-377,3509,B23A0104,106517322,2003-01-01,ON,6.99624153,52.65073215,https://www.nlog.nl/nlog-mapviewer/brh/106517322
SCH-378,SCHOONEBEEK-378,3510,B23A0047,106517327,2003-01-01,ON,6.98112234,52.64810237,https://www.nlog.nl/nlog-mapviewer/brh/106517327
SCH-379,SCHOONEBEEK-379,3511,B23A0083,106517332,2003-01-01,ON,7.03687207,52.64686993,https://www.nlog.nl/nlog-mapviewer/brh/106517332
SCH-379-S1,SCHOONEBEEK-379-SIDETRACK1,3512,B23A0060,106517336,2003-01-01,ON,7.03687207,52.64686993,https://www.nlog.nl/nlog-mapviewer/brh/106517336
SCH-380,SCHOONEBEEK-380,3513,B23A0122,106517341,2003-01-01,ON,7.01755141,52.64875104,https://www.nlog.nl/nlog-mapviewer/brh/106517341
SCH-381,SCHOONEBEEK-381,3514,B22F0241,106517346,2003-01-01,ON,6.87856852,52.65511573,https://www.nlog.nl/nlog-mapviewer/brh/106517346
SCH-382,SCHOONEBEEK-382,3515,B23A0164,106517351,2003-01-01,ON,6.94154178,52.64922967,https://www.nlog.nl/nlog-mapviewer/brh/106517351
SCH-383,SCHOONEBEEK-383,3516,B23A0137,106517356,2003-01-01,ON,6.94952703,52.64281942,https://www.nlog.nl/nlog-mapviewer/brh/106517356
SCH-384,SCHOONEBEEK-384,3517,B22F0397,106517361,2003-01-01,ON,6.91999048,52.65135794,https://www.nlog.nl/nlog-mapviewer/brh/106517361
SCH-384-S1,SCHOONEBEEK-384-SIDETRACK1,5495,B22F0899,351168937,2003-01-01,ON,6.91999048,52.65135794,https://www.nlog.nl/nlog-mapviewer/brh/351168937
SCH-384-S2,SCHOONEBEEK-384-SIDETRACK2,3777,B22F0395,106517365,2003-01-01,ON,6.91999048,52.65135794,https://www.nlog.nl/nlog-mapviewer/brh/106517365
SCH-384-S3,SCHOONEBEEK-384-SIDETRACK3,3778,B22F0421,106517369,2003-01-01,ON,6.91999048,52.65135794,https://www.nlog.nl/nlog-mapviewer/brh/106517369
SCH-385,SCHOONEBEEK-385,3518,B23A0084,106517374,2003-01-01,ON,7.03687869,52.64694167,https://www.nlog.nl/nlog-mapviewer/brh/106517374
SCH-385-S1,SCHOONEBEEK-385-SIDETRACK1,5394,B23A0634,248391600,2003-01-01,ON,7.03687869,52.64694167,https://www.nlog.nl/nlog-mapviewer/brh/248391600
SCH-385-S2,SCHOONEBEEK-385-SIDETRACK2,3519,B23A0085,106517378,2003-01-01,ON,7.03687869,52.64694167,https://www.nlog.nl/nlog-mapviewer/brh/106517378
SCH-386,SCHOONEBEEK-386,3520,B23A0129,106517383,2003-01-01,ON,6.94790708,52.6491254,https://www.nlog.nl/nlog-mapviewer/brh/106517383
SCH-387,SCHOONEBEEK-387,3521,B22F0472,106517388,2003-01-01,ON,6.93212602,52.65077535,https://www.nlog.nl/nlog-mapviewer/brh/106517388
SDB-11,SIDDEBUREN-11,1986,B07H0247,106509798,2003-01-01,ON,6.86202696,53.26468493,https://www.nlog.nl/nlog-mapviewer/brh/106509798
SDM-01,STEDUM-01,1987,B07E0024,106509803,2003-01-01,ON,6.70097456,53.33397398,https://www.nlog.nl/nlog-mapviewer/brh/106509803
SDM-OBS,STEDUM-OBSERVATIE,3647,B07E0025,106509807,2003-01-01,ON,6.70154712,53.33399217,https://www.nlog.nl/nlog-mapviewer/brh/106509807
SEB-01,SEBALDEBUREN-01,3728,B06H0122,106518391,2003-01-01,ON,6.28416838,53.2233052,https://www.nlog.nl/nlog-mapviewer/brh/106518391
SEB-02,SEBALDEBUREN-02,4899,B06H0132,106523457,2008-02-08,ON,6.28402864,53.22363281,https://www.nlog.nl/nlog-mapviewer/brh/106523457
SEV-19,SEVENUM-19,1988,B52D0023,106509812,2003-01-01,ON,5.9862102,51.39420714,https://www.nlog.nl/nlog-mapviewer/brh/106509812
SGZ-01,'S-GRAVENZANDE-01,5218,B37A0590,236423171,2007-01-03,ON,4.13220933,51.99768275,https://www.nlog.nl/nlog-mapviewer/brh/236423171
SGZ-01-S1,'S-GRAVENZANDE-01-SIDETRACK1,4117,B37A0403,106520136,2007-02-24,ON,4.13220933,51.99768275,https://www.nlog.nl/nlog-mapviewer/brh/106520136
SGZ-02,'S-GRAVENZANDE-02,4241,B37A0411,106520636,2012-03-15,ON,4.14332637,51.99436544,https://www.nlog.nl/nlog-mapviewer/brh/106520636
SGZ-03,'S-GRAVENZANDE-03,4954,B37A0435,106532691,2010-02-10,ON,4.14328337,51.99439284,https://www.nlog.nl/nlog-mapviewer/brh/106532691
SGZ-03-S1,'S-GRAVENZANDE-03-SIDETRACK1,4956,B37A0436,106532884,2010-03-26,ON,4.14328337,51.99439284,https://www.nlog.nl/nlog-mapviewer/brh/106532884
SGZ-03-S2,'S-GRAVENZANDE-03-SIDETRACK2,4957,B37A0437,106532964,2010-04-11,ON,4.14328337,51.99439284,https://www.nlog.nl/nlog-mapviewer/brh/106532964
SGZ-04,'S-GRAVENZANDE-04,4994,B37A0438,118693358,2011-03-06,ON,4.14321239,51.99446545,https://www.nlog.nl/nlog-mapviewer/brh/118693358
SHV-01,SURHUISTERVEEN-01,3806,B06G0132,106518700,2003-01-01,ON,6.1867023,53.18371361,https://www.nlog.nl/nlog-mapviewer/brh/106518700
SIB-01,SIBCULO-01,1989,B22G0028,106509819,2003-01-01,ON,6.64980539,52.48648065,https://www.nlog.nl/nlog-mapviewer/brh/106509819
SLB-01,SLIJKENBURG-01,1990,B16C0062,106509824,2003-01-01,ON,5.84549232,52.8100098,https://www.nlog.nl/nlog-mapviewer/brh/106509824
TEW-01-S2,TERSCHELLING WEST-01-SIDETRACK2,4244,B04F0096,106518212,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/106518212
TEW-01-S3,TERSCHELLING WEST-01-SIDETRACK3,5007,B04F0166,133277477,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/133277477
TEW-01-S4,TERSCHELLING WEST-01-SIDETRACK4,4245,B04F0097,106518216,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/106518216
TEW-01-S5,TERSCHELLING WEST-01-SIDETRACK5,4246,B04F0098,106518220,2003-01-01,ON,5.14679713,53.3663209,https://www.nlog.nl/nlog-mapviewer/brh/106518220
THM-2000,THERMAE-2000,4476,B62A0384,106522021,2003-01-01,ON,5.82357121,50.86009699,https://www.nlog.nl/nlog-mapviewer/brh/106522021
THM-2001,THERMAE-2001,4477,B62A0428,106522026,2003-01-01,ON,5.82348777,50.85989213,https://www.nlog.nl/nlog-mapviewer/brh/106522026
THM-2002,THERMAE-2002,4478,B62A0429,106522031,2003-01-01,ON,5.82428761,50.86089817,https://www.nlog.nl/nlog-mapviewer/brh/106522031
TID-1001,TIETJERKSTERADEEL-1001,2458,B11E0102,106512394,2003-01-01,ON,6.13039747,53.11117808,https://www.nlog.nl/nlog-mapviewer/brh/106512394
TID-101,TIETJERKSTERADEEL-01,2097,B06G0063,106510384,2003-01-01,ON,6.0676039,53.20352424,https://www.nlog.nl/nlog-mapviewer/brh/106510384
TID-102,TIETJERKSTERADEEL-102,2098,B06G0141,106510389,2003-01-01,ON,6.06594231,53.2031174,https://www.nlog.nl/nlog-mapviewer/brh/106510389
TID-103,TIETJERKSTERADEEL-103,2099,B06G0140,106510394,2003-01-01,ON,6.06635365,53.20321472,https://www.nlog.nl/nlog-mapviewer/brh/106510394
TID-104,TIETJERKSTERADEEL-104,2100,B06G0139,106510399,2003-01-01,ON,6.06693007,53.20331678,https://www.nlog.nl/nlog-mapviewer/brh/106510399
TID-105,TIETJERKSTERADEEL-105,2656,B06G0138,106513380,2003-01-01,ON,6.06719192,53.20341795,https://www.nlog.nl/nlog-mapviewer/brh/106513380
TID-105-S1,TIETJERKSTERADEEL-105-SIDETRACK1,5310,B06G1226,238662148,2003-01-01,ON,6.06719192,53.20341795,https://www.nlog.nl/nlog-mapviewer/brh/238662148
TID-201,TIETJERKSTERADEEL-02,2101,B06D0176,106510404,2003-01-01,ON,6.01519269,53.19512418,https://www.nlog.nl/nlog-mapviewer/brh/106510404
SCH-1970-S1,SCHOONEBEEK-1970-SIDETRACK1,5490,B23A0683,351168564,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168564
SCH-1970-S2,SCHOONEBEEK-1970-SIDETRACK2,5491,B23A0684,351168592,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168592
SCH-1970-S3,SCHOONEBEEK-1970-SIDETRACK3,5492,B23A0685,351168611,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168611
SCH-1970-S4,SCHOONEBEEK-1970-SIDETRACK4,5493,B23A0686,351168623,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168623
SCH-1970-S5,SCHOONEBEEK-1970-SIDETRACK5,5494,B23A0687,351168625,2003-01-01,ON,7.04158951,52.64862498,https://www.nlog.nl/nlog-mapviewer/brh/351168625
SCH-198,SCHOONEBEEK-198,3305,B22F0334,106516335,2003-01-01,ON,6.86060061,52.68115099,https://www.nlog.nl/nlog-mapviewer/brh/106516335
SCH-199,SCHOONEBEEK-199,3306,B23A0041,106516340,2003-01-01,ON,6.98971117,52.65324644,https://www.nlog.nl/nlog-mapviewer/brh/106516340
SCH-200,SCHOONEBEEK-200,3307,B22F0360,106516345,2003-01-01,ON,6.84587961,52.67330962,https://www.nlog.nl/nlog-mapviewer/brh/106516345
SCH-2001,SCHOONEBEEK-2001,5617,B22F1048,734355143,2016-01-29,ON,6.86039883,52.67299885,https://www.nlog.nl/nlog-mapviewer/brh/734355143
SCH-2002,SCHOONEBEEK-2002,5620,B22F1050,744198415,2016-02-08,ON,6.8603912,52.67308005,https://www.nlog.nl/nlog-mapviewer/brh/744198415
SCH-2003,SCHOONEBEEK-2003,5623,B22F1052,751268726,2016-02-24,ON,6.86036802,52.67315277,https://www.nlog.nl/nlog-mapviewer/brh/751268726
SCH-201,SCHOONEBEEK-201,3308,B22F0276,106516350,2003-01-01,ON,6.84125298,52.68381338,https://www.nlog.nl/nlog-mapviewer/brh/106516350
SCH-202,SCHOONEBEEK-202,3309,B22F0185,106516355,2003-01-01,ON,6.88192137,52.66939836,https://www.nlog.nl/nlog-mapviewer/brh/106516355
SCH-203,SCHOONEBEEK-203,3310,B22F0539,106516360,2003-01-01,ON,6.89199437,52.65738251,https://www.nlog.nl/nlog-mapviewer/brh/106516360
SCH-204,SCHOONEBEEK-204,3311,B23A0046,106516365,2003-01-01,ON,6.98783254,52.64983744,https://www.nlog.nl/nlog-mapviewer/brh/106516365
SCH-205,SCHOONEBEEK-205,3312,B22F0267,106516370,2003-01-01,ON,6.84293452,52.67212796,https://www.nlog.nl/nlog-mapviewer/brh/106516370
SCH-2051,SCHOONEBEEK-2051,5614,B22F1046,730412570,2016-01-13,ON,6.86046044,52.672691,https://www.nlog.nl/nlog-mapviewer/brh/730412570
SCH-2052,SCHOONEBEEK-2052,5612,BNLD0011,727186768,2016-01-01,ON,6.86046807,52.67260979,https://www.nlog.nl/nlog-mapviewer/brh/727186768
SCH-388,SCHOONEBEEK-388,3522,B22F0469,106517393,2003-01-01,ON,6.92728062,52.64952399,https://www.nlog.nl/nlog-mapviewer/brh/106517393
SCH-389,SCHOONEBEEK-389,3523,B23A0076,106517398,2003-01-01,ON,6.97641381,52.64804482,https://www.nlog.nl/nlog-mapviewer/brh/106517398
SCH-390,SCHOONEBEEK-390,3524,B22F0430,106517403,2003-01-01,ON,6.91716992,52.6517392,https://www.nlog.nl/nlog-mapviewer/brh/106517403
SCH-390-S1,SCHOONEBEEK-390-SIDETRACK1,3525,B22F0431,106517407,2003-01-01,ON,6.91716992,52.6517392,https://www.nlog.nl/nlog-mapviewer/brh/106517407
SCH-391,SCHOONEBEEK-391,3526,B22F0409,106517412,2003-01-01,ON,6.92245699,52.65197785,https://www.nlog.nl/nlog-mapviewer/brh/106517412
SCH-391-S1,SCHOONEBEEK-391-SIDETRACK1,5386,B22F0839,247815072,2003-01-01,ON,6.92245699,52.65197785,https://www.nlog.nl/nlog-mapviewer/brh/247815072
SCH-392,SCHOONEBEEK-392,3527,B23A0184,106517417,2003-01-01,ON,6.96413421,52.64947339,https://www.nlog.nl/nlog-mapviewer/brh/106517417
SCH-393,SCHOONEBEEK-393,3528,B22F0186,106517422,2003-01-01,ON,6.88113187,52.65833298,https://www.nlog.nl/nlog-mapviewer/brh/106517422
SCH-394,SCHOONEBEEK-394,3529,B22F0219,106517427,2003-01-01,ON,6.87752071,52.68034602,https://www.nlog.nl/nlog-mapviewer/brh/106517427
SCH-394-S1,SCHOONEBEEK-394-SIDETRACK1,5305,B22F0828,238538080,2003-01-01,ON,6.87752071,52.68034602,https://www.nlog.nl/nlog-mapviewer/brh/238538080
SCH-395,SCHOONEBEEK-395,3530,B22F0230,106517432,2003-01-01,ON,6.88080109,52.679285,https://www.nlog.nl/nlog-mapviewer/brh/106517432
SCH-395-S1,SCHOONEBEEK-395-SIDETRACK1,5395,B22F0846,248531109,2003-01-01,ON,6.88080109,52.679285,https://www.nlog.nl/nlog-mapviewer/brh/248531109
SCH-396,SCHOONEBEEK-396,3531,B22F0342,106517437,2003-01-01,ON,6.85868005,52.68471278,https://www.nlog.nl/nlog-mapviewer/brh/106517437
SCH-397,SCHOONEBEEK-397,5210,B22F0795,232793922,2003-01-01,ON,6.87036639,52.68228929,https://www.nlog.nl/nlog-mapviewer/brh/232793922
SCH-397-S1,SCHOONEBEEK-397-SIDETRACK1,3532,B22F0108,106517442,2003-01-01,ON,6.87036639,52.68228929,https://www.nlog.nl/nlog-mapviewer/brh/106517442
SCH-397-S2,SCHOONEBEEK-397-SIDETRACK2,5209,B22F0794,232788093,2003-01-01,ON,6.87036639,52.68228929,https://www.nlog.nl/nlog-mapviewer/brh/232788093
SCH-398,SCHOONEBEEK-398,3533,B22F0122,106517447,2003-01-01,ON,6.87423062,52.68129932,https://www.nlog.nl/nlog-mapviewer/brh/106517447
SCH-399,SCHOONEBEEK-399,3534,B22F0164,106517452,2003-01-01,ON,6.86730262,52.68312705,https://www.nlog.nl/nlog-mapviewer/brh/106517452
SLB-02,SLIJKENBURG-02,2611,B16C0063,106513147,2003-01-01,ON,5.84578735,52.81020955,https://www.nlog.nl/nlog-mapviewer/brh/106513147
SLD-01,SLOOTDORP-01,1991,B14E0106,106509829,2003-01-01,ON,4.90822131,52.83476785,https://www.nlog.nl/nlog-mapviewer/brh/106509829
SLD-02,SLOOTDORP-02,1992,B14G0072,106509834,2003-01-01,ON,4.94829866,52.80174884,https://www.nlog.nl/nlog-mapviewer/brh/106509834
SLD-03,SLOOTDORP-03,1993,B14G0074,106509839,2003-01-01,ON,4.91165074,52.82293446,https://www.nlog.nl/nlog-mapviewer/brh/106509839
SLD-04,SLOOTDORP-04,2550,B14E0180,106512906,2003-01-01,ON,4.90779264,52.83481071,https://www.nlog.nl/nlog-mapviewer/brh/106512906
SLD-05,SLOOTDORP-05,5151,B14E0210,161078640,2003-01-01,ON,4.90753071,52.8349318,https://www.nlog.nl/nlog-mapviewer/brh/161078640
SLD-05-S1,SLOOTDORP-05-SIDETRACK1,3662,B14E0179,106518080,2003-01-01,ON,4.90753071,52.8349318,https://www.nlog.nl/nlog-mapviewer/brh/106518080
SLD-06,SLOOTDORP-06,5809,B14E1447,1768395420,2020-04-18,ON,4.90761185,52.83475068,https://www.nlog.nl/nlog-mapviewer/brh/1768395420
SLD-06-S1,SLOOTDORP-06-SIDETRACK1,5811,B14E1449,1784665001,2020-05-04,ON,4.90761185,52.83475068,https://www.nlog.nl/nlog-mapviewer/brh/1784665001
SLD-07,SLOOTDORP-07,5810,B14E1448,1770003643,2020-05-31,ON,4.90765321,52.83467808,https://www.nlog.nl/nlog-mapviewer/brh/1770003643
SLD-07-S1,SLOOTDORP-07-SIDETRACK1,5815,B14E1450,1824341321,2020-06-22,ON,4.90765321,52.83467808,https://www.nlog.nl/nlog-mapviewer/brh/1824341321
SLK-01,SLENK-01,1994,B05C0008,106509844,2003-01-01,ON,5.29376699,53.22926942,https://www.nlog.nl/nlog-mapviewer/brh/106509844
SLN-01,SLEEN-01,1995,B17G0049,106509849,2003-01-01,ON,6.7757795,52.77160639,https://www.nlog.nl/nlog-mapviewer/brh/106509849
SLN-02,SLEEN-02,1996,B17H0168,106509854,2003-01-01,ON,6.84082891,52.80322011,https://www.nlog.nl/nlog-mapviewer/brh/106509854
SLN-03,SLEEN-03,1997,B17H0178,106509859,2003-01-01,ON,6.8367075,52.808157,https://www.nlog.nl/nlog-mapviewer/brh/106509859
SLN-04,SLEEN-04,1998,B17H0279,106509864,2003-01-01,ON,6.83622391,52.8077229,https://www.nlog.nl/nlog-mapviewer/brh/106509864
TID-202,TIETJERKSTERADEEL-202,2102,B06D0298,106510411,2003-01-01,ON,6.01398473,53.19476809,https://www.nlog.nl/nlog-mapviewer/brh/106510411
TID-203,TIETJERKSTERADEEL-203,2103,B06D0299,106510416,2003-01-01,ON,6.01438219,53.19488392,https://www.nlog.nl/nlog-mapviewer/brh/106510416
TID-204,TIETJERKSTERADEEL-204,2576,B06D0300,106513022,2003-01-01,ON,6.01479523,53.19500835,https://www.nlog.nl/nlog-mapviewer/brh/106513022
TID-301,TIETJERKSTERADEEL-301,2104,B06G0064,106510421,2003-01-01,ON,6.08684735,53.18703768,https://www.nlog.nl/nlog-mapviewer/brh/106510421
TID-302,TIETJERKSTERADEEL-302,2105,B06G0137,106510426,2003-01-01,ON,6.08728459,53.1870803,https://www.nlog.nl/nlog-mapviewer/brh/106510426
TID-303,TIETJERKSTERADEEL-303,2106,B06G0136,106510431,2003-01-01,ON,6.08721364,53.18734293,https://www.nlog.nl/nlog-mapviewer/brh/106510431
TID-304,TIETJERKSTERADEEL-304,2107,B06G0097,106510436,2003-01-01,ON,6.08676145,53.1873007,https://www.nlog.nl/nlog-mapviewer/brh/106510436
TID-305,TIETJERKSTERADEEL-305,2108,B06G0098,106510441,2003-01-01,ON,6.08678488,53.18721017,https://www.nlog.nl/nlog-mapviewer/brh/106510441
TID-306,TIETJERKSTERADEEL-306,2109,B06G0099,106510446,2003-01-01,ON,6.08723772,53.18726137,https://www.nlog.nl/nlog-mapviewer/brh/106510446
TID-401,TIETJERKSTERADEEL-401,2110,B06G0109,106510451,2003-01-01,ON,6.08831233,53.1682677,https://www.nlog.nl/nlog-mapviewer/brh/106510451
TID-402,TIETJERKSTERADEEL-402,2111,B06G0135,106510456,2003-01-01,ON,6.08842141,53.16832782,https://www.nlog.nl/nlog-mapviewer/brh/106510456
TID-403,TIETJERKSTERADEEL-403,2112,B06G0133,106510461,2003-01-01,ON,6.08875271,53.16814836,https://www.nlog.nl/nlog-mapviewer/brh/106510461
TID-404,TIETJERKSTERADEEL-404,2476,B06G0134,106512487,2003-01-01,ON,6.08864299,53.16807926,https://www.nlog.nl/nlog-mapviewer/brh/106512487
TID-501,TIETJERKSTERADEEL-501,5378,B06D1078,246764148,2003-01-01,ON,6.03613283,53.17212829,https://www.nlog.nl/nlog-mapviewer/brh/246764148
SCH-2053,SCHOONEBEEK-2053,5609,B22F1044,717370208,2015-12-17,ON,6.86049125,52.67253707,https://www.nlog.nl/nlog-mapviewer/brh/717370208
SCH-206,SCHOONEBEEK-206,3313,B22F0463,106516375,2003-01-01,ON,6.92749012,52.66767893,https://www.nlog.nl/nlog-mapviewer/brh/106516375
SCH-207,SCHOONEBEEK-207,3314,B22F0256,106516380,2003-01-01,ON,6.83447572,52.65750623,https://www.nlog.nl/nlog-mapviewer/brh/106516380
SCH-208,SCHOONEBEEK-208,3315,B22F0492,106516385,2003-01-01,ON,6.894426,52.65644794,https://www.nlog.nl/nlog-mapviewer/brh/106516385
SCH-209,SCHOONEBEEK-209,3316,B23A0057,106516391,2003-01-01,ON,6.98108163,52.64960601,https://www.nlog.nl/nlog-mapviewer/brh/106516391
SCH-210,SCHOONEBEEK-210,3317,B22F0153,106516396,2003-01-01,ON,6.86206259,52.67893543,https://www.nlog.nl/nlog-mapviewer/brh/106516396
SCH-211,SCHOONEBEEK-211,3318,B22F0524,106516401,2003-01-01,ON,6.88912132,52.65884427,https://www.nlog.nl/nlog-mapviewer/brh/106516401
SCH-212,SCHOONEBEEK-212,3319,B22F0156,106516406,2003-01-01,ON,6.86236359,52.67513859,https://www.nlog.nl/nlog-mapviewer/brh/106516406
SCH-212-S1,SCHOONEBEEK-212-SIDETRACK1,3320,B22F0145,106516410,2003-01-01,ON,6.86236359,52.67513859,https://www.nlog.nl/nlog-mapviewer/brh/106516410
SCH-213,SCHOONEBEEK-213,3321,B22F0224,106516415,2003-01-01,ON,6.87570339,52.65950938,https://www.nlog.nl/nlog-mapviewer/brh/106516415
SCH-213-S1,SCHOONEBEEK-213-SIDETRACK1,5289,B22F0819,238278324,2003-01-01,ON,6.87570339,52.65950938,https://www.nlog.nl/nlog-mapviewer/brh/238278324
SCH-214,SCHOONEBEEK-214,3322,B22F0111,106516420,2003-01-01,ON,6.86869732,52.65589763,https://www.nlog.nl/nlog-mapviewer/brh/106516420
SCH-214-S1,SCHOONEBEEK-214-SIDETRACK1,3323,B22F0110,106516424,2003-01-01,ON,6.86869732,52.65589763,https://www.nlog.nl/nlog-mapviewer/brh/106516424
SCH-215,SCHOONEBEEK-215,3324,B22F0162,106516429,2003-01-01,ON,6.86722108,52.67768756,https://www.nlog.nl/nlog-mapviewer/brh/106516429
SCH-216,SCHOONEBEEK-216,3325,B22F0161,106516434,2003-01-01,ON,6.86744786,52.67305656,https://www.nlog.nl/nlog-mapviewer/brh/106516434
SCH-217,SCHOONEBEEK-217,3326,B23A0113,106516439,2003-01-01,ON,6.99295253,52.64953882,https://www.nlog.nl/nlog-mapviewer/brh/106516439
SCH-218,SCHOONEBEEK-218,3327,B22F0316,106516444,2003-01-01,ON,6.85596136,52.65992943,https://www.nlog.nl/nlog-mapviewer/brh/106516444
SCH-219,SCHOONEBEEK-219,3328,B22F0326,106516449,2003-01-01,ON,6.85430317,52.67872061,https://www.nlog.nl/nlog-mapviewer/brh/106516449
SCH-220,SCHOONEBEEK-220,3329,B22F0172,106516454,2003-01-01,ON,6.86375167,52.65617616,https://www.nlog.nl/nlog-mapviewer/brh/106516454
